@relation bla
@attribute senti {-1,0,1}
@attribute text string
@data
'-1',"Really need to know how far a restaurant is from my current location so that I don't hAve to take a cab from hotel or fight traffics."
'-1','Really time consuming..'
'-1','Recent upgrade is causing the app to crash on iPad.'
'-1','Recently the game would auto send me to other websites.'
'-1',"Red feathers flying around telling you what to hit-it doesn't even feel like Angry Birds anymore."
'-1','Refuses to sync'
'0','Reliable and handy.'
'1','Reliable reviews, location-aware.'
'-1','Requiring iOS 7?'
'1','Retrieving it is simple by tags or searching.'
'1','Reviewers are generally truthful and steer you straight.'
'-1','Reviews are great but Tilripadvisor reads them first.'
'1','Reviews are so helpful.'
'1','Reviews from veteran travelers and review writers are very helpful.'
'-1','Revio you have become rediculas in your game antics you have ruined every one of your games with your adds lies and bad Decisions to screw us all with this taking our devices over with none stop texts to come play adds and now crap levels.'
'1','Robust editing on Mac, online allow workarounds.'
'-1','Rovio almost lost it with the first horrible Reds Mighty Feathers update and the buy everything commercialization , but the second one an now Short Fuse they managed to bring back great game play and spice it up with new features.'
'1','Runs smoothly and gives you everything you expect from Pinterest.'
'0','Runs super smooth on my Galaxy III.'
'-1','Same shots often yield different results.'
'1',"Samsung galaxy note3 It's the best pic editor for...Android....."
'-1','Samsung Gt-i8262 Facing problem while attaching image, audio or video files.'
'-1',"Says to update, but won't!"
'-1',"Search doesn't work anymore After the update, the search function doesn't work."
'-1',"Search doesn't work."
'-1','Search engine not complete.'
'0','Search file contents,  3.'
'-1','Seeing the full names of those files is sort of important.'
'1','Seek the experiences and comments of those before you first then make your own conclusions.'
'1','Separate notebooks make keeping all pieces of a project together regardless of media.'
'-1','Seriously needs a way to sort so folders are on top like normal.'
'1','Seriously, everything I want and need to do and all the ways I want to take notes--annotated and tagged images clippings, articles, news reports, etc--offered in a nicely bound package that helps keep organized.'
'-1','Seriously...why did select all functionality no longer available on everything?!'
'-1',"Shame I can't view animated gif files though."
'-1',"Shame on Evernote's QC group (if they even have one\xef\xbf\xbd)"
'1','Shameless plus here - works great combined with Ifttt to move post record things on calendar emails contacts via spreadsheet or special folders.'
'1','Sharing is easy.'
'0',"she assured me picsart would be easy.... it did take me a while to figure it out (and even longer to find out I could see other pics too) but now I don't send or post pics without using it."
'-1','Should be able to mark entire folders as favorites so they will save to mobile device, not just each file individually.'
'-1','Should get a 4.5 for that reason but it would be unfair to rate this a 4 b/c of those minor limitations.'
'-1','Simple actions are painfully slow.'
'1','Simple to complex strategy and puzzle game.'
'1','Simple to use.'
'1','Simple, easy to use note taking app.'
'1','Simple, just what I needed to make transferring certain photos from phone to computer and vice versa simple.'
'-1',"Since I have thousands of files, some with long and descriptive names, it is impossible to find what I'm looking for unless I download the files to the iPad one by one."
'-1','Since I signed out of it, every time I launch AB it redirects me to the Game Center, demanding I sign back on.'
'-1','Since new update 2.1 on Feb 15th, I get a splash screen followed by a crash.'
'-1',"Since te update, can't even play the new level."
'-1','Since the iOS 7 update the app is useless.'
'-1','Since the new update Dropbox freezes and blanks when viewing files, never did it before with the old os.'
'-1','Since the new update, I cannot now view my XLS files on iPad.'
'-1','Since the new upgrade, copying or especially MOVING files inside the app is impossible.'
'-1',"Since the update, it won't backup to Dropbox."
'-1',"Since they did a new update almost all my JPEG take too much time to open or even don't open."
'-1','Since updating to iOS7 and latest update of Evernote the spell check feature is not there any longer.'
'-1','Site then froze when I needed to export.'
'1','sleek simple design.'
'0','Smart and up to date :)'
'1','So came back to Dropbox, always syncing smartly and reliably.'
'1','So easy even a cave man can  use it.'
'1','So easy to customize a photo the whole family enjoys it'
'1','So easy to use and simple to save to my own boards.'
'1','So easy to use!'
'1','So far, those who use and rate places are very fair and honest.'
'1','So helpful, easy to use app.'
'0','So I wait a long time for an MP3 to buffer, I "star" it so I won\'t have to wait next time.'
'-1','so many commercials is making the  game slow to load and also makes it slow when playing.'
'1','So many things:  Automatic photo/video upload, iPhoto import, works with the Mailbox app, shared folders, photo aggregation on the website and mobile, the ability to store files only on the cloud (saves space on my Mac from old files)...  ...and the obvious things like having everything backed up in real-time, and accessibility of my files from anywhere.'
'1','So much useful information.'
'1','So simple to use.'
'1','So vast and so many creative ideas -'
'-1','So, I wish I could play, but the game crashes when I try to open a level.'
'1',"Some of the levels were tough to get three stars but that's due it challenging and fun."
'1',"Some of the new levels are tough though and can get a bit aggravating when you're so close to getting 3 stars but fall short for the 50th try in a row!"
'-1',"Some of the updates are annoying, but it's still great."
'0','Some people use your free 2 GB plan, others pay for a lot of storage.'
'-1','Some places that had menus on the old version are missing them on the new one.'
'0','Some simple suggestions to increase usability:  1.'
'0',"Some things I'd really like to see are the albums I created on Dropbox.com."
'-1','Sometime in the last month Dropbox stopped syncing.'
'-1',"Sometimes editing notes is slow, that's why I give 4 stars."
'-1','Sometimes gets really hard though.'
'-1','Sometimes I listened to mp3 files I have on Dropbox.'
'-1',"Sometimes it just doesn't open."
'-1',"Sometimes it opens up but then while going back and forth between notes or notebooks it simply gets stuck and doesn't respond to any finger taps or actions."
'-1','Sometimes it spools but not very often.'
'-1','Sometimes not all notes are available when not on wireless network.'
'-1',"Sometimes whenever I play Angry Birds, I can't stand with losing cause it can be hard sometimes cause the green pigs can be hard to get."
'1','Songs .. group chat ... great aap .. works perfectly ..'
'1','Sooooooooooooooooooooooooooooo Nice supper photo editing wow.......'
'0','Spent many hours successfully transporting pictures.'
'-1','Star Wars & A.G. Space because this just cuts the b**ls off everything that made the game a global phenom.'
'-1','Starts without letting you minimize, then wont  let you position the bird until several seconds have passed.'
'-1',"Still can't triforce."
'1','Still enjoy the black exploding birds - the finality they offer.'
'-1','Still freezing and quitting in iOS7.'
'1','Still good game and I also like the cartoons.'
'-1','Still landscape only.'
'-1','Still learning how to use the app.'
'-1','Still like the game, the pop up adds, not so much.'
'-1','Still no ability to change file names - a very basic function.'
'0','Still no gallery in Camera Upload mode !'
'-1','Still no long file name support on iPad, why?'
'0','Still some work to do to allow additional font sizes and such for items created on iPhone.'
'-1','Still wont let me open the app!'
'1','Stupid little piggies!'
'0','Sub-folders/notebook.'
'1','Such a huge diversity of focus areas like restaurants, hotels, and attractions along with a huge user base which increases the value of the app exponentially.'
'-1','Such as Sync Now and Search.'
'0','Suddenly I am off and running, saving and accessing info on everything from learning disabilities to salad dressings.'
'0','Suggest graded levels of subscription'
'1','Sumtime hate it catch myself editing ever picture just because its so awesome an so much diff stuff to try ... !'
'1','Super Very very Nice to oparate'
'1','Super easy to add notes still.'
'1','Super easy to use.'
'1','Super simple layout and easy to use on mobile device.'
'1','Super useful From the fashion to the DIY anything you might need want to try is on here super super useful'
'-1','Support will ignore you.'
'-1','Sure, I understand he was watching toons.'
'0','Sure, it takes some work on your part to sort it all out but you have to get it in one place first.'
'1','Sweeeet The best picture editor I have got'
'-1','Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices.'
'1','Syncs great with desktop.'
'1','Syncs perfectly.'
'1','Syncs well and wonderful for projects at work and home.'
'1','Syncs with iPhone, iPad and Mac immediately so you always have access to what you need wherever you are.'
'-1','Tags, location, etc.'
'-1','Takes a long time to master each game.'
'-1','Takes forever to apply effects very slow'
'-1','Takes forever to load, and search and filter options either partially or entirely fail.'
'0',"Thank's for app,but can you add offline mod?for exmple i want save one video in my iphone,and after that play it with VLC"
'-1',"Thanks for completely screwing up my workday while I search for a note-taking app which won't pull the rug out from under me."
'0','Thanks to all who take the time to provide reviews.'
'0','That is not the case with Trip Advisor- it works just like the website.'
'1','That moment I figured out I could transfer photos from my iPhone to laptop faster via dropbox than plugging my phone into the USB port.'
'1',"That's the only reason I gave it four stars instead of five."
'-1','The "mighty reds feather" levels just seem pointless.'
'1','The ability to access and take notes on my computer, phone or tablet is incredibly convenient.'
'1','The ability to pick up and retry gives the game yet another 5 stars.'
'1','The ability to search notes and PDFs makes old-fashioned pen and paper obsolete.'
'0','The ability to sort and organize by color would be wonderful.'
'-1','The ad for the electrified bomb bird randomly appears and causes me to use one.'
'0','The all notebooks search works fine, as does the tag search breakdown.'
'-1','The app could be easier to use but it has become an essential when traveling.'
'-1','The app drains your battery cause it uses your gps all the time.'
'-1','The app has an incomprehensible and un-modifyable sorting function.'
'-1','The app has been unbelievably buggy since the last update.'
'-1','The app in iPhone needs important issue "share via email"'
'-1','The app keeps crashing on my iPod 4th gen ever since the new update.'
'1','The app makes finding hotels with reviews a breeze.'
'-1','The app needs to be fixed random crashes and glitchy performance.'
'0','The app on my iPad makes it easy for on-the-go reviews.'
'-1','The app present good features, but there is a lot of bugs and missing some hotkeys to make the writing easier.'
'-1',"The app used to work great, but now it keeps freezing and I can't get into my  notes."
'-1','The app was awesome until the latest update.'
'0','The app will not update and is stuck about 3/4 of the way done.'
'0',"The apps is great, the only thing I run into is that it won't always save my voice records."
'-1','The automatic upload feature is ridiculous as there is no intuitive or easy way to stop it.'
'1','The best Messenger app ever'
'1','The best travel site for planning your stay.'
'-1',"The camera upload on this app is really glitchy and it's not letting me put any of my pictures on it."
'1',"The camera upload still works but that's about it."
'1','The card view is still there, you just have to (gasp) look for a sec.'
'1','The characters are clever and I love how simple and intuitive the gameplay is.'
'1','The characters are clever, I love the title music, and the storyline is original and creative.'
'-1','The complaints about syncing issues with the iOS 7 update are spot on.'
'-1',"The constant interruptions and harassment's to buy something took the fun out of the game."
'1','The content is useful and the new design is nice but still feels slow and unresponsive compared to other travel iOS apps.'
'1','The convenience of saving web info, documents from airline itineraries to e-tickets to office documents to photos, etc.'
'1','The cross-platform access to your notes on the cloud is brilliant and a HUGE time saver!'
'-1',"The current version doesn't show all files in dropbox."
'-1',"The deal breaker is you can't check in on a location."
'-1','The design seems flat for the sake of flatness.'
'-1','The Done button is not working.'
'-1',"The drawback that I've encountered is though it offers labels it doesn't offer folders."
'0','THE EXPORT FEATURE IS GREAT... All I have to do is put a video from my computer on the Dropbox then download it to my phone .....'
'0','The export feature only works on certain videos....'
'1','The fact it works on pc platforms is a real bonus!'
'1','The fact that you can search within folders is extremely useful, and makes accessing files on the go far more convenient.'
'0','The fact that you get all the info you need for your trip is the most important thing when traveling'
'-1','The file folder UI can be clunky but under the covers this app delivers.'
'1','The fx, editing, collage.... Everything is just so handy.'
'-1','The game crashed and deleted all my progress.'
'-1','The game is fun and all but the the pop ups are awful and it notes me about cartoons!'
'-1','The game play is nothing like what AB is about.'
'-1','The gameplay is too linear and really lacks the destructive freedom that brought me to love Angry Birds in the first place.'
'0','The GPS feature is a bit off.'
'1','The graphics are adorable.'
'-1',"The highlighting of words works but the menu that pops up to copy, cut, paste etc.. Won't stay open long enough to be used"
'1','The idea of a seamlessly connected world brought to life.'
'1','The info from the site and the reviewers is insightful and very helpful.'
'1','The instant syncing between computer and phone is fantastic!'
'1','The integration with Penultimate is pleasing for those who still wish to "write" rather than type.'
'1',"The interface is easy and I've never experienced a problem with the app and I review a lot!"
'-1','The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes.'
'-1',"The iOS version is a bit buggy but that may be all iOS 7's fault."
'-1','The latest revision (as of 10 January 2013) loops endlessly when trying to upload a 411KB file.'
'1','The latest update is new but classic!'
'1','The latest update is smoother and better looking.'
'1','The latest update makes your app slick and quick.'
'-1','The latest updates are really frustrating me.'
'-1','The latest version is clunky and buggy.'
'-1','The latest version of Angry Birds forces me to use the Game Center.'
'0','The layout is very clean but it fails to load editing settings or feedback components.'
'-1','The main issue I have with this app is that there isn\'t a "keep me logged in" feature.'
'-1','The map view does not work and the "near me" function dissapered.'
'0','The most amazing app, for sure the most used on my iPad, however I liked some features of the older version, please bring back the option to make Paragraph headers and subsections.'
'0','The most recent files on my phone are all 1 month old yet there are many more current files that I have loaded in Dropbox desktop folder for syncing.'
'-1','The new (complete rewrite) version is a disappointment.'
'0','The new design fits in well with iOS7, but it would be better if there was an option to rename files and folders.'
'1','The new features makes the game more fun.'
'1','The new graphics are great.'
'-1','The new interface is a very big disappointment.'
'-1','The new interface seems to have buried things I want most.'
'-1','The new level of Angry Birds featuring Bad Piggies is simply awful, the interface is not responsive to touch & it takes away the intellectual application of physics & strategy that makes Angry Birds unique in phone/tablet gaming.'
'1',"The new levels are great but they're kinda hard."
'-1','The new levels are just plane stupid.'
'-1','The new levels are not fun.'
'-1','The new levels are pretty bad.'
'-1','The new levels are really terrible.'
'1','The new PDF reader is AWESOME!'
'-1','The new UI for viewing photos and video needs improvement to return to the way it was.'
'1','The new UI is awesome'
'1','The new UI will take some getting used to but feels cleaner and faster than before.'
'-1','The new update combines all the not-fun of Bad Piggies with illogical, frustrating gameplay and the ruination of everything that made the game fun.'
'-1','The new update has ruined most of this game,the levels,the new theme song is horrible and remember on worlds like danger above,poached eggs and the mighty hoax,I liked it when it shows the time of day,replace reds mighty feather with an artic/tundra/glacier world'
'1','The new update is amazing from a content perspective.'
'-1','The new update is horrible.'
'-1','The new update is just horrible.'
'-1',"The new update loads slower, closes out on me when i press BACK from viewing photos, this update has glitches I don't like the search method and I wish you guys would make it easier to find RESORTS/ hotels similar to the ones you previously looked at like if I viewed a few months  ago a 5 star resort with a lazy river it show me similar resorts, I would like to stay at in another place (state,country...)"
'-1','The new update released last week is terrible.'
'1','the new update, the fifteen levels are truly amazing!'
'-1',"The new ver.7 won't sync with my account."
'-1',"The new version is more difficult to use, not attractive, and the Evernote ads are really bad (I'm a premium member)."
'-1','The new version is not good.'
'1','The new version of Evernote is okay.'
'-1','The notes, bullet points, spacing, numbering all fail when i transfer to Word and other systems.'
'-1','The only piece missing in this is, when we go to the folder where we want to save the file it does not show a preview of the content if the folder.'
'-1',"The only problem I've had is that if i turn my phone sideways, the screen gets messed up and i have to exit out of the app....please fix!"
'-1','The only reason 4 stars instead of 5 - lack of 3-4 editing choices when entering text on my Iphone (features available in other apps,   i.e.'
'-1',"The only reason I don't give the app 5 stars is because the new interface is absolutely ugly."
'-1','The only thing I can think of to make it better would be the ability to display long file names, I use it as a repository for ebooks any many times have to download 3 or 4 books to find the correct one in a series.'
'0','The only thing I long for is collaboration on notes.'
'-1',"The only thing it's missing is being able to change the cover photos on the boards."
'0','The only thing that I wish it had is a date driven "to-do" or reminder.'
'0','The only thing to make it better is to have the ability or export videos to your camara roll'
'-1','The option to download is grayed out.'
'1',"The organization makes different notebooks inaccessible; I liked when I could slide tabs of folders and I'd love to be able to customize the tabs."
'-1',"The people I follow page isn't working properly, the images disappear and nothing happens when it's refreshed!"
'-1',"The pigs in vehicles didn't thrill me in the Bad Piggies game and don't here."
'1','The plus side: there are tons of levels.'
'1','The real photos are very helpfull !'
'1','The reason I really like this app is that real people like me actually use the app and write the review.'
'-1','The reason is because I start downloading the whole file, then start streaming it.'
'-1',"The recent update/upgrade has resulted in an app that's very slow, often freezing up and generally a pain to use."
'0','The redesign is interesting.'
'1','The restaurant reviews are invaluable in navigating the options available in the area.'
'1','The reviews and forums are great trip tools.'
'1','The reviews are usually up to date so I can trust the opinions to be accurate of the information i need now.'
'1','The reviews are very valuable.'
'1','The Reviews help alot!'
'-1',"The search function isn't working and I have to sign in every time I open it."
'0','The searches have also become less efficient and clunky in all iPad & Mac desktop versions.'
'1','The service is great, but the app fails.'
'-1','The settings say its off yet it continues to upload.'
'-1','The shockwave stuff just makes the game more annoying to play.'
'-1','The star rating thing today is plain boring I would like to see the star rating music again'
'1','The sync process between my phone and computer can be cumbersome.'
'1','The synching ability among so many platforms was great.'
'1','The syncing is great.'
'0','The text formatting makes it virtually impossible to create a note with any form of rich text, bullets, numbered lists, indentation, etc.'
'1','The trip advisor app is very easy to navigate and contains a wealth of information at your fingertips.'
'1','The trip advisor app was EXTREMELY useful for our honeymoon in Puerto Rico!'
'1','The TripAdvisor App is a shorter and better way to look up something instead of going onto their website and wasting more time!'
'-1','The typing could be faster but Still great app.'
'1','The update is fantastic!'
'1','The update is great and the retina display is a welcomed addition.'
'1','The update is otherwise good -- not great.'
'-1',"The update isn't working"
'1','The user content is generally well done, but often the extremes can pull it one way or another.'
'-1','The user interface is hard to read and is now just a cluttered mess...'
'-1',"The video I'm trying to upload is taking very long"
'1','The way it travels seamlessly between my devices allows me to jot down the vaguest impression of a thought and expand on it later.'
'1','The way it updates it self is great!'
'1','Their generous monthly allotment of new storage space is incredible!'
'1','Then discovered all the related features which included rich info on local eateries and things to see and do.'
'0','Then on the board food you could have a sub board for dessert.'
'-1','Then the uncontrollable birds came..'
'-1','Then they add stupid power ups.'
'-1','Then they add the stupid cartoon thing.'
'0','Then you have to go back to search, and zoom in from a global view.'
'0','There are no links to see websites of hotels, restaurants, activities, etc...'
'-1','There are so many pop up ads that you can hardly play the game.'
'1','There are so many varieties of options to go through on this site.'
'-1','There are still tower defense levels on my phone.'
'1','There is always room for improvement but this app has replaced no less than 3 other apps, and now with reminders it is my go-to application for pretty much anything task or project related.'
'-1','There is no font control, editing is random and buggy, slow as molasses, and unreliable-- when you take time to write a paragraph, you want 100% confidence EverNote will not crash midway, or you get Synchronization Fail and thus lose your work.'
'-1','THERE IS NO RYTHME OR REASON TO THIS UPDATE!!!!'
'-1','There is no sense of accomplishment for completing a level.'
'0','There is no way to navigate Camera Uploads with any amount of speed and efficiency.'
'-1','There is no way to resize the file list to make more of the files visible.'
'1',"There isn't any other drawing software as complete and professional as this one for a cell phone or tablet."
'0','There seems to be a bug in the search function for notebooks, when you do a search in a specific notebook.'
'0','There used to be a format option/tab above the keyboard in the earlier version.'
'-1','There was nothing wrong with the old version, and this new one eliminates one of the apps most useful features: previously your saved restaurants, hotels, etc, were automatically sorted by location, now all of them are shown at once which is really confusing.'
'-1',"There's no skill involved."
'-1',"There's so much to dislike about this craptastic abomination that I'm not even going to try."
'-1',"These new levels are insane, they need improvements so that we can actually aim at other stuff instead of just the pig, it's rigged"
'1','They all sync.'
'-1','They are listed under the wrong name (usually by the one that is actually above it.'
'-1','They are very boring and require little strategy.'
'1','They completely resigned the app for iOS 7.'
'-1','They did however manage to maintain the notebook names...unfortunately all of the notes within those notebooks were erased.'
'-1','They had a great interface in the previous version, but they have seen fit to "simplify" it to the point of uselessness.'
'1','They have a lot of room ideas for my girls.'
'-1','They have some silly new process to sell post it notes.'
'-1','They need to release this app on more platforms like newer Windows Phone 8 like Lumia 1020 and then it will be true 5 stars.'
'0','They need to show B&B , small inns .'
'-1','They review photos too.'
'0','They should make a minecraft angry birds'
'-1','Third "upgrade" in two days.'
'0','This app brings the usefulness of the iPhone program to the iPad.'
'-1','This app crashes each and every time I try to open it on my iPad 3rd gen.'
'1','This app has been very helpful on my honeymoon search.'
'1','This app is grate for planning va-kays and activities and restaurants awesome'
'-1',"This app is great but the only thing I don't like is that that it freezes a lot and doesn't load all of my pictures"
'1','This app is like Photoshop CS5 or CS6 but for for your phone.'
'0','This app is pretty good, but it could use the info like Overview, Weather & When to go info, etc.'
'1',"This app is really useful for having access to documents while I'm out."
'-1','This app keeps crashing as its loading my document.'
'1',"This app makeup so easy to take great notes and I really like being able to record audio of someone speaking wile I'm typing notes!"
'-1','This app needs added features too.'
'-1',"This app never installed correctly, I don't see the icon."
'1','This app not only looks great, but also provides excellent functionality.'
'0',"This app was AWSOME the first day all the other days after that it wouldn't open I would use this so much if it worked."
'1','This app will connect peoples.'
'-1','This app will not down load or let me remove it.'
'1','This challenging app took me about 2 hours to complete 3 stars for each level for the first 21 levels in Poached Eggs.'
'-1','This charge was not authorized.'
'1','This game has an excellent replay value.'
'1','This game has tons of levels, action, and it keeps updating.'
'1','This game is awesome especially how it is free and all the new features they have added are very good.'
'1','This game is number one for a reason!!!'
'0','This has let me collect my notes from my Palm, Blackberry, iPhone, PC...wherever, and put them in one place.'
'1','This has made taking notes both fun and easy.'
'-1','This iPad app just sits there and thinks a lot.'
'-1','This is a fantastic desktop & laptop tool but with no search or text file editing/creation on the iPhone, it is almost useless on that platform.'
'1','This is a great app for organizing notes, recipes, etc across devices.'
'1','This is a great application with accurate information and advise.'
'1','This is a must have App as you can set it to sync all your pictures and once you take one they are saved in the cloud and also accessible by any other device you have Dropbox installed on and are signed into!'
'1','This is a must have game for your iPhone, iPod, or smartphone.'
'1','This is a useful app for the frequent traveler'
'1','This is a very good and reliable resource.'
'1','This is a wonderful app that enables users to write about whatever they need in a variety of ways on a variety of devices.'
'0','This is an overall great update and had made more quickness and also just a smoother running app , tripadvisor itself is the best app to find a restaurant or hotel that suits your needs , love the consistent users and current up to date reviews only draw is the distance filter is no longer there so it sets 50 mi radius bit far when u want to go 20 or less but besides that amazing!'
'-1','This is annoying even though that i like all the games but if it keeps telling me its installing and it is not thats unacceptable.'
'1','This is beautifully designed but useless if it just keeps crashing :('
'-1','This is crashing every time I attempt to open something saved.'
'0','This is d best app ever but can anyone tell me how to turn off ur last seen ?'
'-1',"This is manipulative and I didn't pay for this game to get a  feature that keeps bugging me to spend money."
'1','This is still worth the 99 cents - only for the original levels....'
'1','This is the best app ever Many selections...just the best out there nd its FREE!'
'1','This is the best app with the most reviews.'
'1','This is the best business productivity tool.'
'-1','This latest update did nothing to stop crashes.'
'-1','This level hugs nuts!!!'
'-1','this move is apparently irreversible and I can no longer see the photos I took of passages from the book I have read, which I was planning to quote/cite later.'
'-1','This new episode is just stupid!'
'1','This new layout is awesome.'
'-1','This new release with eggs, "bad piggies" vehicles and new 3 star philosophy has Ruined the app.'
'-1','This new Rovio ID function causes the game to crash constantly.'
'-1',"This new update is pretty annoying, too many pop-us(what you wouldn't except from a paid app."
'-1',"this new update won't let me open the app anymore ????"
'-1',"This service, and this app, would be great if the app didn't crash when reading PDFs."
'-1','This update is plain bad.'
'-1','This update is terrible.'
'-1','This update keeps shutting my entire phone down.'
'-1','This update negates the usefulness of the previous app.'
'-1','This update stinks every ones companies there is no sound!'
'-1',"This update would be a step up if you could actually see PDF's with it...."
'-1','This used to be my favorite app but now when i try to search something nothing related to my search comes up.'
'-1',"This used to be my favorite app, but now that I can no longer open Excel files it's useless to me."
'0','This version no longer does that.'
'-1',"This version still has a marketplace  full of ads I can't hide, and the image attachment only shows me pics from September and earlier.."
'-1',"Those piggy's have to die"
'-1','Throw birds at buildings to kill pigs.. Nintendo has better games for casual gamers.'
'1','Time lapse can easyliy be capture with this awesome app i actually dont use this app to edit pics but only to capture full resolution pics which can further be used to make a timelapse.....:D :D :D I am damn happy with this app !'
'-1','To play one it takes you to an internet browser, then to youtube.'
'-1','To upload it says i need to put it in dropbox but it wont let me share it with survival craft again what do i do'
'1','Too fast to good excellent.. Apps'
'-1','Totally different game.'
'0','Tried again, same result (iPad 2).'
'-1','Tried the first couple levels of the new update and its horrible.'
'0','Tried to save it.'
'1',"Trip advisor is an awesome tool to share with others experiences that you've had to allow others to see how a hotel, attraction, etc...is before they make their choice."
'1','TripAdvisor = Five Stars!'
'0','TripAdvisor has apparently decided it is not important for people to use the map to do searches for hotels anymore.'
'1','Tripadvisor is a great app/website that provides excellent,common sense, critical information for the traveller no matter where you go.'
'1',"TripAdvisor let's us know how we are doing through our clients candid comments."
'-1','True you can ask to see your saved hotels in say only Chicago, but if you then want to look for your saved restaurants in Chicago, you have to do a second sort.'
'0','Try bringing in different animals to shoot the pigs or something, stop brining in more power ups etc'
'-1','Try to up sell you but give few instructions or you can BUY A BOOK.'
'-1',"Trying to automate it would be good if it worked, but it doesn't."
'0','Trying to sign in & write review.'
'0','Turn off camera upload in settings or click cancel instead of enable during initial setup.'
'-1','Type in a name and not one board nor pin of the person or the thing appears.'
'1','Ubiquitous.'
'-1','Ugh It force closes after about 45 seconds of browsing.'
'-1','Ugly app and icon.'
'-1','Ugly redesign, poor UX.'
'-1','Ugly, not user friendly, takes more effort to navigate.'
'0','Unable to login.'
'-1','Unable to save forum posts that are the most useful suggestions when out on a trip.'
'-1','Unfortunate I love this app but I keep having trouble updating.'
'-1',"Unfortunately, Red's Mighty Feather is not fun at all."
'-1','UPDATE 2/21/13 New Update: Same problem  Installed update and froze up.'
'-1',"Update has bad UI and doesn't support all the 3GS iPhones that are still on contracts."
'0',"Update I'm using a Samsung galaxy S4 now and pinterest is still great."
'1','Update with reminders makes it that much better.'
'1','Update, EN performance has improved considerably (from 2 to 3 stars) since my last review, however the app remains pretty buggy.'
'-1','Update, I just deleted because it always tries to log you into Game Center.'
'-1','Update: I really do not like the new tab-based interface.'
'-1','Updated and lost all my notes.'
'1','Updated in real time.'
'-1',"Updated to the latest version and...now all my Microsoft word documents won't open in the app, so I can't view anything."
'-1',"Updated: I see the suggestion is to delete and reinstall--HOW ARE YOU SUPPOSED TO DELETE WHAT ISN'T ON THE PHONE, despite the fact that the App Store says to open the app, but will NOT open when you press the button?"
'-1','Updates not so good.. Agree with others who commented about "sub boards", definitely would be great for holidays.'
'1','Uploads and searches are fine'
'1','Us this in every city for finding new resturants Most picks are great!'
'-1','Usability has been thrown out the door.'
'1','Use it frequently to find local restaurants and tourist traps.'
'1','use it on the go but also to store travel info to easily access.'
'0','Use it on-the-go to look up restaurants and use it to research all our trips.'
'-1','Use to be good until I cannot open any office documents.'
'-1','Used to be a fun game, but the latest updates are so difficult that you will either get three stars or nothing.'
'-1',"Used to be a good application with ability to search cities you haven't yet reached and filter by rating as well as proximity; however those features have been replaced with functionality focused on marketing hotels."
'-1','Used to be a good game, now since upgrade it locks up every time I try to play.'
'-1','Used to be an avid Angry Birds fan but this update is not worth playing.'
'-1',"Used to be great Now I cannot see anything from the people or boards I'm following."
'-1',"Used to be my favorite game until they decided to throw in Ads everywhere they can, even after I bought the game... Now I just get annoyed and frustrated and won't play it as much"
'-1',"Used to be my most used app, but now it's a pain to find hotels when searching a geographical location."
'1','Used to find lodge in Amazonia, judge restaurant options in London ...'
'-1','Used to think it was acceptable at least, but after losing my notes a few days ago I cant give this app a good rating.'
'1','Useful Awesome application and useful.'
'1','Useful Awesome way to discover  new stuffs'
'-1','Useful, improved Happy with the progress on this app but there are many updates that seem to make no change.'
'1','User-friendly and chock full of good info.'
'0','Using it to read up on the places we will be going both before we booked for the reviews, and after booking for tips and tricks.'
'-1',"Version 3.0 auto updated today and now my photos won't upload."
'-1','very addictive, a little slow though!'
'1','Very convenient for moving files without connecting to a computer!'
'1','Very convenient, useful info and easy to use.'
'-1','Very different gameplay.'
'0','Very disconcerting on a 4th gen device.'
'1','Very easy to find how to get to your destination.'
'1','Very easy to navigate and easy to use.'
'1','Very easy to use and very helpful So cool'
'1','Very easy to use on any device or OS'
'1','Very Enjoyable!!'
'1','Very entertaining and educational.'
'1','Very good Easy and very helpful'
'1','Very good It is only showing chek stesus'
'-1','Very good app I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz.'
'0','Very handy, access notes from anywhere.'
'1','Very helpful and informative for both stateside and overseas.'
'0','Very helpful great to have it but why some review they are not publish in here, I wrote negative regarding, Best Westen hotel in Myrtle Beach, they dont want to publish.'
'1','Very helpful to find good restaurants and hotels'
'1','Very nice app for check restaurant hotel and more, very attentive !!!'
'1','Very reliable and provided us with much needed information.'
'-1','Very slow to no response to photo paging requests, lack of hotel search facility for a given city and incomplete searches for hotels.'
'-1','Very slow uploading, and poor background uploading :( does it really need 3h to upload several megabyte video over 10 Mbit internet ?'
'1','Very useful when on the road to find the best places.'
'1','Very useful.'
'1','Very user friendly and easy to navigate.'
'0','Very user friendly.'
'-1','Video playback sucks This is a wonderful app minus the videos.'
'-1',"View reviews I've written."
'-1','Wait 1 month then read reviews before risking an update.'
'-1','Waited for this update, then we get this?'
'0','Waiting for iCloud saving...'
'-1',"Wanted to use flight filters, but it wasn't applying them."
'-1','Was good until the cent updates.'
'-1',"Was nice , won't open since update"
'1','watsapp nice and easy'
'-1','Way too much white space which is hard on the eyes.'
'0','We have found some really good places to eat that we would not have known about.'
'-1',"We have the technology to RESUME A DOWNLOAD what's the problem here?"
